RegionName,CountryName,State,City,PostalCode,WarehouseAddress,WarehouseName,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,CategoryName,ProductName,ProductDescription,ProductStandardCost,Profit,ProductListPrice,CustomerName,CustomerAddress,CustomerCreditLimit,CustomerEmail,CustomerPhone,Status,OrderDate,OrderItemQuantity,PerUnitPrice,TotalItemQuantity,SalesOrderID,SalesOrderDate,SalesOrderStatus,SalesAmount
West Ian,Kenya,Arkansas,Harveyfort,79593,"47463 Waters Lights
Marthamouth, CO 30935",Flores-Blake,Bianca Lambert,stephaniegriffin@chapman-hayes.com,+1-438-684-5499,2024-05-20,Printmaker,Appliances,Board Game,Night low always though. None ahead care west.,135.34,125.43,871.01,Lori Landry,"765 Elizabeth Shoal
Ryanton, SC 74675",12887.72,bclements@yahoo.com,001-927-675-7230x723,Cancelled,2023-02-02,4,232.77,71,f049b9fb-e90f-4306-9427-90580af51f82,2023-09-13,Pending,931.08
Gouldstad,Antarctica (the territory South of 60 deg S),Tennessee,West Jennifermouth,43802,"687 Davidson Plains Suite 124
Smithfort, TN 89728","Wilkinson, Palmer and Perkins",Alexandra Jimenez,kmiller@gmail.com,9578496280,2021-06-11,Financial trader,Appliances,Microwave,Top hundred hand hair.,312.91,227.07,685.07,Samantha Matthews,"432 Richard Squares
Edwardshire, SD 56053",13089.52,vnorris@roman-hicks.com,001-662-639-9362x271,Cancelled,2023-03-12,17,711.37,22,fdb227df-d8f2-4409-bad3-00dcd160f914,2023-04-30,Completed,12093.29
South Justin,Mozambique,Michigan,South Suzannemouth,43201,"5450 Donald Burg
Michaeltown, KY 18055",Murray-Mitchell,Luke Shepherd,iroberts@hotmail.com,(365)977-3152x464,2020-01-11,"Surveyor, hydrographic",Electronics,Refrigerator,Deal kind glass poor. Present night area.,921.04,257.88,1285.97,Sandra Martinez,"USNV Dalton
FPO AA 65229",19950.61,natalie08@gmail.com,(381)817-7578,Shipped,2023-09-12,9,403.46,56,0ef87705-9e44-4da1-a99c-dfdda04013a8,2023-02-03,Returned,3631.14
Cynthiachester,Philippines,Ohio,Lake Dennis,39860,"263 Payne Street Suite 605
Ruizburgh, AZ 21060",Ramsey-Chapman,Catherine Campos,hmorgan@yu.com,001-831-322-8534x54051,2024-03-28,Neurosurgeon,Clothing,Shirt,Training worker deep hour.,247.82,458.32,1020.25,Kenneth Gross,"USCGC Mendez
FPO AE 99763",11600.24,adamsmonica@gmail.com,001-641-580-5966x535,Shipped,2022-11-22,8,951.31,99,74b0e79f-9eee-4769-95ce-f20af4f36c07,2024-04-10,Returned,7610.48
East Jason,Switzerland,Michigan,Austinville,40715,"721 Mccoy Drives
North Scott, MO 62957","Lowery, Hamilton and Faulkner",Donna Day,david83@le.com,008-966-8181x6431,2020-02-03,Television floor manager,Clothing,Action Figure,Which tree house.,464.11,305.48,555.27,Eric Huang,"166 Nielsen Knolls Apt. 578
East Gerald, MD 78844",16626.87,bradley99@green-cantu.com,0673201530,Delivered,2023-02-04,8,1236.41,64,defb7e7b-c9d1-4300-b75b-c802fa10feed,2023-04-23,Completed,9891.28
Lake Norma,Bahrain,North Dakota,Wattsbury,21336,"919 Morgan Lane Suite 666
Lake Hannahbury, ND 62860","Cruz, Nelson and Summers",Mrs. Lorraine Sanchez,cbush@martin-mcgee.biz,+1-417-068-7018x25128,2022-02-06,"Programme researcher, broadcasting/film/video",Clothing,Smartwatch,Crime miss long any a respond.,685.55,269.08,552.13,Michelle Mitchell,"USNV Scott
FPO AE 64201",12516.2,dsmith@yahoo.com,(816)276-2154x78688,Cancelled,2023-11-22,8,951.67,81,1d4781ff-1ce6-454b-867e-13e88e2df73e,2024-01-11,Returned,7613.36
Suarezview,Togo,Minnesota,Melissaborough,98012,"52792 Christopher Plains
South Bill, TX 49724",Jacobs-Phillips,Jessica Morgan,erictaylor@hotmail.com,(282)078-1374x5666,2020-01-08,Community development worker,Toys,Blender,Low single trip buy whatever politics up.,313.85,494.32,783.11,Jack Brooks,"71827 Chavez Rapids Apt. 400
Port Marie, NJ 69166",7350.34,jennifer95@hotmail.com,+1-328-980-4764x6176,Shipped,2023-09-20,3,1380.23,95,6b0f2547-a22b-4f0d-85a0-3ccbdf9ab13d,2024-03-22,Pending,4140.6900000000005
New Anna,Colombia,Maryland,Jacobchester,64020,"PSC 8709, Box 3637
APO AP 92164","Harrison, Forbes and Kennedy",Janice Acevedo,bvazquez@hotmail.com,631-176-3573,2021-04-02,"Merchandiser, retail",Electronics,Shirt,Member tough student number.,139.43,490.96,270.65,Mark Freeman,"8431 Christopher Well
South Christina, TX 48122",3664.79,michaelrichards@hotmail.com,+1-798-803-1187x3275,Delivered,2023-04-01,1,161.62,47,77045bbf-ee84-4ed1-a5b6-7f1ee2d3e742,2023-06-29,Completed,161.62
West Kristinhaven,Bouvet Island (Bouvetoya),New Jersey,Byrdshire,94897,"04406 Wilson Parkways
South Thomasside, AR 49291",Cervantes Inc,Tammy Johnson,monique21@leonard.com,(597)985-6103x1437,2022-07-13,"Engineer, technical sales",Clothing,Tablet,Huge central president institution toward.,857.68,254.68,522.45,Toni Washington,"709 Gallagher Courts
West Markberg, NJ 08679",3082.31,kday@hotmail.com,979.545.4145,Processing,2023-04-05,14,612.78,20,77bf0473-df62-4faf-8dbe-755b0b5b52ff,2022-10-19,Pending,8578.92
Miguelborough,Vanuatu,California,North Dominictown,11344,"53730 Reilly Glens
West Ann, AL 00862",Owens-Wright,Billy Rodriguez,yhowell@gmail.com,817.800.0991,2022-12-10,Firefighter,Electronics,Board Game,Firm up ball change over develop stuff.,49.24,233.89,769.77,Tanya Finley,"Unit 8689 Box 8658
DPO AA 28376",11381.51,jaime60@hotmail.com,1633145697,Delivered,2023-02-05,8,1194.13,17,cb05ff92-417c-44b5-ab6f-b8041f19ef32,2022-09-23,Pending,9553.04
New Robertmouth,Barbados,South Dakota,Lake Jennifer,56437,"59819 Kenneth Circles Apt. 146
Rosalesfurt, AL 36273","Mckinney, Carlson and Murphy",Beth Jones,pbraun@gmail.com,843.634.9261,2023-04-08,"Surveyor, rural practice",Toys,Lego Set,Animal find during the know standard.,189.84,72.7,1194.77,James Brown,"3425 Stanton Ways Suite 627
Port Barbarafurt, OH 13999",14355.15,sandra39@yahoo.com,726-840-3730,Shipped,2024-02-01,18,1039.73,77,e687bdf4-d988-4d29-8d9d-1de8f734286e,2023-09-27,Returned,18715.14
New Erin,New Caledonia,Oregon,Jasonchester,14166,"0468 Green Lock Suite 103
Stantonbury, ID 06552","King, Ortiz and Gibson",Mason Nguyen,eric52@curry.info,001-820-297-6192,2022-12-15,Estate manager/land agent,Furniture,Smartphone,Owner measure hope television.,794.99,460.14,636.62,Allison Wagner,"6788 Charles Gardens
Jenniferhaven, IN 26452",13763.43,charlesboyle@gmail.com,001-691-637-2554x430,Shipped,2023-12-05,4,126.13,88,6e2f7ed6-4487-452d-b695-d3636f86bc92,2023-12-08,Pending,504.52
Morganton,Uzbekistan,Oklahoma,Scotthaven,16198,"2912 Baldwin Garden Suite 152
Beverlyberg, NH 85998",Davis-Perez,Brian Parks,nmorris@nguyen-warren.org,(634)637-0206x60882,2024-03-14,"Engineer, electrical",Furniture,Table,Within quickly article her final.,387.04,62.98,754.52,Benjamin Herman,"3971 Alicia Roads Suite 188
Harrisonfurt, IA 14192",2568.98,vincentgraves@hotmail.com,977.266.3695x4905,Cancelled,2024-04-29,4,880.55,95,2d36ae26-09c8-4a07-99de-677de356b2e6,2022-08-26,Completed,3522.2
Lake Pamhaven,Malta,Alabama,Carolton,24576,"3433 Hall Crossing Suite 335
East Danielmouth, HI 15970",Williams-Rogers,Stephanie Hamilton,oparks@gmail.com,507.326.0313,2024-06-20,Industrial buyer,Toys,Chair,Anyone beyond hard question.,949.18,240.59,1454.89,Robert Miller,"0831 Rodriguez Terrace
Davidfurt, TN 77414",4830.72,jeffrey71@mitchell.org,001-708-733-1496x9654,Shipped,2022-09-10,16,167.2,25,aacbaeab-4404-4f3b-b296-e256f4ec2da2,2024-01-15,Completed,2675.2
North Jeffreyfort,Burundi,Delaware,Joshuaside,64484,"163 Aaron Ramp
Leahberg, WA 18947",Castillo-Mendoza,Mrs. Elizabeth Wilson,anthony55@velez.com,761-742-7236x7735,2024-06-26,Retail manager,Clothing,Action Figure,Almost in finish peace prove.,506.99,347.14,443.12,Claudia Brown,"2367 Miguel Island
New John, OR 16381",8798.21,daltonwright@sanchez.com,5968909660,Delivered,2024-05-21,15,815.37,39,3b1de1e7-07a6-425d-acbb-27aee74b5c3b,2022-11-05,Pending,12230.55
North Sean,Luxembourg,Louisiana,New Mary,86964,"PSC 0181, Box 2575
APO AE 07131",Bridges-Moore,Christina Ortega,kaylamcintosh@taylor-brown.com,001-768-054-1441x6585,2023-11-02,Immigration officer,Toys,Blender,Show money certainly before.,508.95,118.36,494.86,John Thomas,"PSC 8134, Box 5704
APO AE 40328",2640.09,princecody@smith-lee.org,911-885-1413x38294,Shipped,2024-02-14,19,874.67,63,f562094f-9507-4ba8-be55-6202737091ac,2023-10-11,Pending,16618.73
East Denise,Sri Lanka,New Jersey,South Cassie,93412,"53170 Dominguez Lakes
North Michael, DC 26545","Wiggins, Stevens and Zhang",Virginia Mcbride,tmoore@yahoo.com,752.107.3556,2023-04-11,Building surveyor,Furniture,Smartwatch,Sister agent fight else ball.,420.26,240.58,572.43,David Graham,"22314 Smith Neck Apt. 987
Tylerview, MA 53428",19518.11,lhamilton@scott.com,514.852.4348x967,Processing,2022-11-23,20,429.52,94,e8cd0635-5274-4c24-a000-e0db0828a9bb,2022-07-28,Pending,8590.4
Alexisborough,Nigeria,Louisiana,East Rebeccashire,25795,"38200 Juan Wells
Gordonchester, CO 59287","Garcia, Willis and Curtis",Latoya Burton,chad05@dominguez.com,001-761-447-8774x24850,2022-07-03,"Engineer, maintenance (IT)",Clothing,Board Game,Author arm again over herself.,775.81,113.49,1210.52,Juan Rios,"26633 David Lodge
New Nicolas, AK 17868",17322.56,asmith@wilson.com,+1-040-961-2194x6433,Cancelled,2022-12-14,6,1221.58,77,988c5636-354c-45b2-b0dd-e83bb79dbd09,2022-11-29,Pending,7329.48
South Frederick,United States Minor Outlying Islands,Connecticut,North Victoriashire,18116,"7143 Tina Court
Port Toddland, LA 27233","Owen, Walsh and Ramirez",Alec Pacheco,hnorris@hotmail.com,852.657.0154x926,2024-07-07,Podiatrist,Furniture,Action Figure,State court result expert school.,597.91,405.92,386.94,Geoffrey Holden,"802 Moore Corners
Stanleyborough, WI 55582",16945.94,gmartin@yahoo.com,737.484.0747,Delivered,2022-12-09,19,934.96,11,25e1b3fc-8260-4326-b5bb-1ad0a4896d99,2022-10-12,Pending,17764.24
East Scottberg,Albania,Ohio,Lake Sarahberg,66568,"52483 Amber Plains Suite 686
North Carlos, NH 34147",Barr Ltd,Dillon Mayo,emmarose@hotmail.com,(404)853-6150x556,2022-06-14,"Presenter, broadcasting",Electronics,Sofa,Sense may offer society.,216.28,260.46,61.32,Lisa Christian,"282 Wright Neck
Mckinneyview, WY 42030",13183.13,chapmanmichael@gmail.com,047-504-6433,Shipped,2023-10-11,9,92.0,24,a7e09be8-946a-4efe-b615-6747948ffb1b,2023-02-09,Pending,828.0
Jenniferberg,Tuvalu,North Dakota,Andreamouth,84737,"4593 Lisa Groves Apt. 860
West Mariaburgh, CA 28500",Carrillo-Hoffman,Jeffrey Santiago,aguilarsarah@nolan.info,+1-949-557-5544x68326,2022-01-11,Actor,Electronics,Table,Million plant five third because room.,493.61,51.74,543.91,Mrs. Alyssa Lutz,"881 Brian Path
Franceshaven, WY 28213",8934.65,peterjohnson@ramsey-martinez.net,+1-889-104-7750x5134,Processing,2023-12-15,13,305.44,64,268a9950-508b-4907-93f1-2ca8526ec289,2022-11-12,Pending,3970.72
East Meganmouth,Montenegro,California,West Thomas,32284,"15781 Brittney Islands
East Jonfort, SC 38144",Clark-Anderson,Kimberly Schultz,newmancody@shepard.com,+1-334-046-8689,2021-12-04,Administrator,Electronics,Dress,Shoulder miss sing peace care any somebody.,425.05,223.4,194.57,Kevin Rodriguez,"47003 David Lights Apt. 053
New Christianville, NH 56852",11843.14,johnromero@bailey-garcia.net,810-414-6869x3556,Delivered,2023-11-21,13,110.93,47,81881656-f118-4099-b451-92afa53823e8,2024-06-26,Pending,1442.0900000000001
New Johnberg,Oman,Indiana,Gonzalesshire,85926,"USNV Howell
FPO AA 88434",Hamilton and Sons,Victor Johnson,javier32@smith.com,001-050-611-7470x57230,2021-12-18,Education administrator,Furniture,T-Shirt,Wide political town.,127.73,84.98,1048.02,Stacey Nguyen,"03521 Webb Course Apt. 464
Fleminghaven, ID 91641",1053.12,ortizhoward@hotmail.com,419-474-1407x563,Shipped,2024-07-10,9,428.03,10,4f5ffb96-cc86-4503-bb15-7b96d49b9053,2024-01-18,Pending,3852.2699999999995
Port Brian,Oman,Florida,West Robert,86399,"62724 Holmes Villages
South Michelle, MO 48971",Lane LLC,Michael Everett,james72@ortiz-dougherty.com,426.828.6217,2019-10-21,Chartered accountant,Appliances,Refrigerator,Food want cell.,115.55,67.94,1269.34,Alyssa Patterson,"141 Frey Ville Apt. 951
Port Antonioburgh, IA 97411",2968.38,cjones@yahoo.com,(376)192-9541x9808,Shipped,2023-03-08,14,1120.14,53,ebf53601-d856-4b63-b794-5f69d7630403,2023-11-03,Returned,15681.960000000001
Paulhaven,Mayotte,Rhode Island,Terrellburgh,40615,"6423 Villarreal Stravenue Suite 053
Port Reneefort, MN 76383","Gregory, Snyder and Andrews",Allen Jones,diana61@yahoo.com,+1-271-531-9210,2021-01-11,"Civil engineer, consulting",Furniture,Tablet,College nation against past worker.,672.7,69.1,575.82,Matthew Guzman,"33619 Jones Vista
Johnfort, CO 54430",17706.89,leeadam@yahoo.com,265-554-6497,Shipped,2022-10-28,12,857.02,32,70f7771f-489b-481e-99d4-642ed9ffbf05,2024-02-10,Completed,10284.24
Sosaland,Portugal,Maine,North Whitneyfort,61048,"6376 Brittney Mall
South Davidview, TN 19793","Conley, Rodriguez and Cowan",Sharon Owen,michellegross@phillips-hoffman.info,001-003-658-7881x468,2021-12-01,Health visitor,Appliances,Doll,Investment radio maybe economic west sit.,962.38,428.55,1008.15,Tyler King,"86294 Sharon Oval
Jessicaside, MI 37924",10204.78,chelsea92@gonzalez.com,509-244-0627,Delivered,2022-09-16,3,1046.84,29,11d9ff22-8c7e-4833-9531-b266dc9bb84a,2023-03-21,Completed,3140.5199999999995
North Michelle,Uruguay,Iowa,West Jademouth,81618,"19211 James Row
Lake Bradberg, VT 85732",Murphy-Butler,Howard Holden,vballard@gmail.com,864.621.4688,2020-07-16,"Engineer, structural",Electronics,Lego Set,Win measure mother serious table.,543.76,417.34,986.21,Tony George,"92413 Martinez Loaf Suite 424
Smithmouth, WY 28531",14603.0,ahall@sanchez.com,+1-450-815-5285x00373,Shipped,2023-05-14,5,995.55,63,6365b08a-24b0-4cfc-b839-3f22e206661f,2024-02-26,Completed,4977.75
Laurashire,Cook Islands,New Mexico,Lake Steven,75709,"USNV Owens
FPO AA 95436",Schneider-Harris,Linda Murillo,colonallison@hotmail.com,805-439-4834x85341,2022-06-30,"Administrator, arts",Appliances,Chair,Someone business low back head.,353.36,143.9,970.55,Natalie Chapman,"PSC 4036, Box 1058
APO AA 34324",13612.36,joshua57@yahoo.com,(161)831-4520,Cancelled,2023-03-24,6,44.46,93,eb7a8029-bb15-405c-8c19-f5db21757ad9,2022-07-30,Returned,266.76
West Robert,Greece,Vermont,New Bonnieshire,23865,"75832 Warren Corner
South Jamesview, MD 13156",Jones-Jones,Billy Jones,robertslindsey@yahoo.com,575.728.1760x57145,2022-12-20,"Editor, commissioning",Clothing,Chair,Commercial positive fund computer wait decide.,83.68,457.57,672.94,Jasmine Flynn,"1655 Brittany Lake Suite 078
Pricemouth, ID 48212",5156.3,anthony03@marsh.com,+1-177-718-0655x34355,Delivered,2022-11-06,9,724.44,68,232d6069-5ef3-4e7a-a894-e75ed650c066,2023-08-28,Returned,6519.960000000001
Avilaborough,British Indian Ocean Territory (Chagos Archipelago),Missouri,Brettfort,35017,"165 Courtney Burg Apt. 025
Madisonberg, IL 98856","Flores, Hall and Jones",Bradley Perez,amber67@hotmail.com,001-603-808-5534x309,2021-06-18,"Surveyor, insurance",Electronics,Action Figure,Week hold know peace reduce.,546.08,84.03,395.52,Robert Morrison,"617 Nelson Island Apt. 130
Mcguiretown, WA 06548",17123.53,stokesjohn@lang.biz,(907)254-3600x513,Processing,2022-11-02,5,1201.1,97,980e9987-3ce0-43ea-8596-7ae316853716,2022-10-11,Pending,6005.5
North Evelyn,Lao People's Democratic Republic,Tennessee,West Brandon,04522,"097 Samuel Mountains Suite 607
Salazarmouth, MS 26254","Maldonado, Cohen and Mclaughlin",Daniel Ray,james54@frey.net,(990)118-0959x2571,2022-02-13,Geoscientist,Toys,Dress,Degree game until son.,482.61,114.85,434.23,Misty Flores,"963 Lance Point
South Emma, AK 55470",15144.38,elizabeth34@hotmail.com,(511)401-6952x4620,Cancelled,2022-10-16,2,73.33,42,6cfeb2ea-36e0-47a2-b5a7-2348cf799ea1,2022-12-18,Returned,146.66
Port Ronaldside,Liechtenstein,North Dakota,East Williamville,25144,"017 Michael Land
North Rebekahburgh, NH 27674","Murray, Collins and Brown",Dalton Taylor,mary46@gregory-allison.org,362-395-9146x31776,2020-07-07,"Surveyor, mining",Appliances,Board Game,Chance card security leave.,881.83,57.9,950.49,Nicole Rodriguez,"516 Moore Squares
Cherylmouth, KS 85859",14727.63,jeffstevens@yahoo.com,712.042.3075,Processing,2023-05-28,16,919.15,17,89187863-d6e8-4fdb-a5d0-fe77c4a3598f,2023-06-18,Completed,14706.4
South Tina,Liechtenstein,South Carolina,New Annside,83007,"386 Park River
Armstrongland, ND 55421","Bates, Rogers and Patel",Angela Montgomery,randall49@dunlap-mcdowell.com,(284)427-3666x67104,2023-10-05,Adult guidance worker,Appliances,Sofa,Past bag threat per kitchen exactly.,908.58,126.89,1157.93,Terry Clark,"USNV Forbes
FPO AA 16798",16001.99,kayla74@lee-mann.com,(748)224-8290x20891,Delivered,2022-12-06,12,942.89,39,9c63417a-ac2b-4f80-9286-d4f698aa6f8e,2023-06-20,Pending,11314.68
Alvaradofurt,Cote d'Ivoire,Oklahoma,North Alejandro,90282,"USCGC Hayes
FPO AE 10551",Barker-Welch,Phillip Gonzalez,eileen67@gmail.com,491.258.5966,2023-04-24,English as a foreign language teacher,Electronics,Cabinet,Quality sense performance stop month.,142.4,38.91,1317.95,Christine Stevens,"0472 Cory Fields Suite 733
Nicholasmouth, NH 11041",1505.81,zsmith@hicks.com,001-379-745-2813x673,Shipped,2023-11-30,9,1002.3,88,66ea10fc-85f1-47e7-9023-1ef12e5e57b9,2023-09-04,Completed,9020.699999999999
Andreaview,Equatorial Guinea,Maryland,Amberchester,66032,"5295 Jordan Point Suite 062
New Leahshire, WY 65928",Hodges-Torres,Betty Stephenson,stephaniegreene@cooper-farrell.biz,(788)540-1693,2021-11-06,Careers information officer,Appliances,Headphones,Customer six bed American drop.,461.84,468.91,258.37,Heather Patterson,"317 Nelson Summit
West Charles, SD 72548",12642.93,kevinharding@yahoo.com,575-728-2756,Processing,2023-05-07,18,641.88,78,1a753931-4523-46ae-9574-5dccc8cee3f9,2024-06-13,Pending,11553.84
North Ronald,Nepal,Rhode Island,Jonathanport,86355,"8045 John Flats
North Darren, IL 49715",Rose LLC,Stephanie Johnson,spenceramy@johnson.com,240.619.6172x4817,2022-04-17,Animal technologist,Clothing,Blender,Above behind think policy what address important.,7.42,56.37,1341.77,Carolyn Osborne,"904 Dunn Crossing
Seanchester, ID 26680",17433.63,skinnererik@yahoo.com,+1-086-194-9825x02107,Delivered,2024-01-15,18,14.36,10,accc102e-3758-49df-9d2a-5031a75d10fc,2023-04-28,Pending,258.48
Coxmouth,Hong Kong,New Mexico,Rodneyshire,95272,"5719 Catherine Meadows
Williamview, MI 31255","Thomas, Brown and Stevens",Derek White,rachaelweaver@yahoo.com,0269592299,2019-12-01,Chief of Staff,Clothing,Puzzle,Along dark yes fund hair.,352.33,375.89,557.6,Dennis Myers,"3664 Norman Drive
Port Paul, DE 17701",6873.82,peter89@fitzgerald.info,3363772276,Processing,2023-04-30,14,989.01,17,feb68793-a1b8-408d-9f47-8154cb219c5e,2023-02-28,Pending,13846.14
Port Coreymouth,Mozambique,Illinois,Timothystad,14919,"021 Tyler Field
New Tylerside, WI 79223",Walker-James,Jessica Le,hannah39@kelly.com,613-409-5554x0929,2022-09-16,"Designer, television/film set",Furniture,Microwave,Past his media door success.,503.15,46.99,217.38,Robert Solis,"23007 Christopher Valleys Suite 447
Matthewborough, WI 66085",1371.69,michealjones@larson-bean.com,529.691.0891x5301,Delivered,2023-04-03,17,1171.54,15,1d3f9833-5e68-4525-8088-180ba5b6fd51,2023-10-22,Pending,19916.18
New Kelseyport,Armenia,New Mexico,Wisefort,68749,"08344 Ballard Turnpike
Port Nicoleshire, NH 21983",Hartman-Wells,Shelby Davenport,wilsonjames@gmail.com,014.624.9172,2021-12-27,Chief Marketing Officer,Electronics,Lego Set,Send near right oil west.,645.45,363.22,1134.64,Martin Lynch,"542 Daniel Isle Apt. 612
Lake Justin, MO 93065",11985.09,thomasjoseph@ross.com,(421)993-2708x4569,Shipped,2023-02-21,7,1274.61,62,fdd03bd2-be76-4a8d-9962-67a1f8bc2160,2023-05-24,Returned,8922.269999999999
Baileymouth,Ghana,Alaska,North Joseph,10525,"USNS Bradley
FPO AE 78052",Monroe Group,Ashley Lee,salazartodd@mcdaniel.com,(933)410-3612x8806,2020-12-27,Biomedical scientist,Clothing,Laptop,Less total guy store bad.,633.06,428.73,100.48,Amanda Mcdonald,"582 Sullivan Lake
New Tiffanymouth, OR 50750",13650.55,randywilson@stone-white.com,433-642-9960,Shipped,2023-05-06,10,1168.94,45,d38be878-730f-4392-8cf8-73de8c79b1f0,2023-03-10,Completed,11689.400000000001
West Ashley,Pitcairn Islands,Iowa,New Ethan,82352,"6592 Le Squares
East Nicholasside, DE 27529","Smith, Santiago and Bishop",Timothy Meyers,mirandawillis@roman.com,+1-314-085-4235x508,2021-03-03,Product/process development scientist,Appliances,Bed,Until recognize spend source hour.,465.24,237.16,1200.93,William Guerra,"19757 Brett Mill Suite 569
Lake Charles, AZ 08662",14439.79,raymonddavis@hotmail.com,766.096.3878x9429,Processing,2022-07-20,18,526.42,92,41a409d6-3741-4d77-9ec9-dcd34302292c,2022-07-31,Pending,9475.56
Palmerstad,Madagascar,Arkansas,Rileyburgh,63759,"02394 Ibarra Village
North Michaelview, ND 49962",Ayala-Bailey,Briana Wilson,andreestes@yahoo.com,(244)458-2228x225,2021-02-22,Health promotion specialist,Clothing,Bed,Owner finally teacher option.,127.36,472.01,1253.32,Bryan Crane,"62412 Gordon Springs
Saundersside, VT 91716",14962.55,rflowers@flores.info,045.322.6954,Processing,2023-07-17,9,304.56,78,0ffa8252-fe69-4fab-b4ca-ab74e972cfd9,2022-08-23,Returned,2741.04
South Thomas,Jersey,Colorado,East Mathew,61413,"2675 Cheyenne Rapid Apt. 172
Elizabethburgh, NE 64025","Cooper, Jackson and Bell",Pamela Martin,loristevenson@burns.com,(674)535-2202,2020-06-08,Medical physicist,Clothing,Jeans,Only explain question air.,897.52,267.61,1373.07,Rose Anderson,"98984 Sanchez Ford Apt. 783
Osbornland, DC 50287",9359.85,hernandezalicia@padilla.com,7569020518,Processing,2022-12-29,5,1355.71,52,5916ff73-825f-4b13-9232-94051941900c,2023-02-20,Pending,6778.55
